latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-1.255306,121.606781,330.97,0.53,0.42,2022-01-01,0500,N,VIIRS,n,1,275.37,4.03,D,0
-3.865005,136.417984,332.43,0.42,0.61,2022-01-01,0500,N,VIIRS,n,1,283.68,2.68,D,3
-1.257126,121.605209,332.45,0.53,0.42,2022-01-01,0500,N,VIIRS,n,1,274.84,6.87,D,0
1.392856,109.826782,337.55,0.42,0.61,2022-01-01,0642,N,VIIRS,n,1,281.52,6.01,D,0
0.437684,110.962708,330.45,0.48,0.65,2022-01-01,0642,N,VIIRS,n,1,281.14,3.69,D,0
-2.693124,103.502716,329.42,0.44,0.39,2022-01-01,0642,N,VIIRS,n,1,279.23,2.36,D,0
-0.084858,117.440376,301.31,0.42,0.38,2022-01-01,1742,N,VIIRS,n,1,275.85,0.6,N,0
-0.08832,117.439842,303.62,0.42,0.38,2022-01-01,1742,N,VIIRS,n,1,275.57,0.6,N,0
-0.581812,117.38636,303.89,0.42,0.38,2022-01-01,1742,N,VIIRS,n,1,280.88,0.61,N,2
-0.963063,117.148003,300.88,0.42,0.38,2022-01-01,1742,N,VIIRS,n,1,278.47,0.43,N,2
-1.862305,115.888191,305.9,0.39,0.36,2022-01-01,1742,N,VIIRS,n,1,277.78,1.01,N,0
-6.031644,105.956757,300.81,0.61,0.53,2022-01-01,1742,N,VIIRS,n,1,265.68,3.54,N,2
-8.111971,112.924461,325.26,0.39,0.36,2022-01-01,1742,N,VIIRS,n,1,240.33,3.04,N,1
0.093166,117.471848,296.92,0.42,0.38,2022-01-01,1742,N,VIIRS,n,1,272.9,0.82,N,3
0.849055,101.393044,296.53,0.52,0.67,2022-01-01,1924,N,VIIRS,n,1,272.6,1.24,N,0
0.481377,128.002548,333.03,0.42,0.38,2022-01-02,0442,N,VIIRS,n,1,290.85,7.04,D,2
-7.515958,108.935051,331.59,0.42,0.38,2022-01-02,0618,N,VIIRS,n,1,285.78,2.78,D,0
-2.654045,110.369263,331.63,0.57,0.43,2022-01-02,0624,N,VIIRS,n,1,283.23,4.17,D,0
-0.067385,110.709396,332.37,0.44,0.46,2022-01-02,0624,N,VIIRS,n,1,287.83,2.85,D,0
-4.279908,104.054649,328.97,0.41,0.37,2022-01-02,0624,N,VIIRS,n,1,291.71,2.45,D,0
-8.273538,123.509056,324.14,0.41,0.45,2022-01-02,1724,N,VIIRS,n,1,274.24,2.17,N,1
-4.896445,105.643906,331.08,0.69,0.74,2022-01-02,1724,N,VIIRS,n,1,266.65,6.02,N,0
-2.586177,121.378059,296.52,0.41,0.37,2022-01-02,1724,N,VIIRS,n,1,271.68,1.01,N,2
-2.582155,121.374825,311.86,0.41,0.37,2022-01-02,1724,N,VIIRS,n,1,267.41,3.31,N,2
-2.579313,121.379074,304.23,0.41,0.37,2022-01-02,1724,N,VIIRS,n,1,268.18,1.14,N,2
-2.578723,121.375328,341.26,0.41,0.37,2022-01-02,1724,N,VIIRS,n,1,273.4,3.31,N,2
-2.575882,121.379578,303.23,0.41,0.37,2022-01-02,1724,N,VIIRS,n,1,268.21,1.06,N,2
-2.575293,121.375824,298.73,0.41,0.37,2022-01-02,1724,N,VIIRS,n,1,266.99,0.87,N,2
1.49286,127.633682,310.87,0.55,0.51,2022-01-02,1724,N,VIIRS,n,1,280.37,1.33,N,1
1.493564,127.635277,306.76,0.55,0.51,2022-01-02,1724,N,VIIRS,n,1,278.78,2.65,N,1
-6.582722,139.492828,337.7,0.45,0.39,2022-01-03,0418,N,VIIRS,n,1,293.62,4.35,D,0
-7.323843,131.461899,326.16,0.4,0.45,2022-01-03,0418,N,VIIRS,n,1,293.32,2.67,D,0
-6.533217,139.527008,338.78,0.45,0.39,2022-01-03,0418,N,VIIRS,n,1,292.61,4.28,D,3
-7.327951,131.462524,334.25,0.4,0.45,2022-01-03,0418,N,VIIRS,n,1,293.86,2.67,D,0
-6.580291,139.392593,350.89,0.45,0.39,2022-01-03,0418,N,VIIRS,n,1,294.27,18.34,D,0
-6.52724,139.50946,337.29,0.45,0.39,2022-01-03,0418,N,VIIRS,n,1,293.24,2.72,D,3
-6.587742,139.140366,341.76,0.44,0.38,2022-01-03,0418,N,VIIRS,n,1,293.96,6.55,D,0
-6.587114,139.144302,337.82,0.44,0.38,2022-01-03,0418,N,VIIRS,n,1,293.09,6.55,D,0
-6.52867,139.509506,339.28,0.45,0.39,2022-01-03,0418,N,VIIRS,n,1,293.08,5.4,D,3
-6.590638,139.144852,344.8,0.44,0.38,2022-01-03,0418,N,VIIRS,n,1,290.81,6.55,D,0
-3.748493,136.890167,332.5,0.39,0.36,2022-01-03,0424,N,VIIRS,n,1,289.95,3.05,D,0
-7.791059,112.013824,328.49,0.39,0.36,2022-01-03,0600,N,VIIRS,n,1,297.76,3.29,D,0
-7.518587,111.633781,332.74,0.38,0.36,2022-01-03,0600,N,VIIRS,n,1,294.4,1.79,D,0
-2.694528,103.503815,327.19,0.51,0.5,2022-01-03,0606,N,VIIRS,n,1,281.72,4.05,D,0
-3.903802,122.419189,308.55,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,276.3,1.32,N,2
-2.581814,121.375252,329.89,0.45,0.39,2022-01-03,1706,N,VIIRS,n,1,230.71,4.78,N,2
-3.869031,122.4021,298.88,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,271.14,0.9,N,2
-3.8696,122.405716,306.68,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,270.72,0.68,N,2
-3.870169,122.40934,313.97,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,271.49,0.68,N,2
-3.87242,122.401566,300.22,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,271.46,0.9,N,2
-3.872989,122.40519,303.33,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,270.41,0.68,N,2
-3.873557,122.408806,297.81,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,269.42,0.68,N,2
-3.876043,122.397629,301.8,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,272.83,0.93,N,0
-3.903225,122.415581,316.91,0.4,0.37,2022-01-03,1706,N,VIIRS,n,1,276.27,1.32,N,2
-1.381753,122.479347,302.31,0.42,0.37,2022-01-03,1706,N,VIIRS,n,1,280.63,0.95,N,2
-2.578258,121.375847,322.03,0.45,0.39,2022-01-03,1706,N,VIIRS,n,1,230.06,3.57,N,2
-6.031418,105.957756,311.35,0.6,0.53,2022-01-03,1848,N,VIIRS,n,1,283.28,1.81,N,2
-6.009909,105.983864,301.19,0.61,0.53,2022-01-03,1848,N,VIIRS,n,1,284.32,1.2,N,2
-7.545437,110.446846,320.82,0.64,0.72,2022-01-03,1848,N,VIIRS,n,1,273.13,4.07,N,1
-7.702761,108.998032,301.76,0.51,0.66,2022-01-03,1848,N,VIIRS,n,1,279.61,3.11,N,3
-7.544841,110.442276,311.41,0.64,0.72,2022-01-03,1848,N,VIIRS,n,1,272.7,4.07,N,1
-5.998558,105.98632,301.49,0.61,0.53,2022-01-03,1848,N,VIIRS,n,1,283.23,0.78,N,2
-6.029772,105.959038,308.28,0.6,0.53,2022-01-03,1848,N,VIIRS,n,1,282.3,1.18,N,2
-6.588518,140.851135,338.74,0.39,0.36,2022-01-04,0400,N,VIIRS,n,1,277.98,4.33,D,3
-3.965176,136.088837,339.27,0.56,0.43,2022-01-04,0400,N,VIIRS,n,1,290.47,13.48,D,0
-7.553156,110.891525,335.89,0.4,0.45,2022-01-04,0542,N,VIIRS,n,1,295.05,2.72,D,0
-6.095296,106.678131,327.84,0.37,0.58,2022-01-04,0542,N,VIIRS,n,1,294.99,1.7,D,0
-2.671009,110.274628,329.2,0.57,0.43,2022-01-04,0542,N,VIIRS,n,1,291.78,2.01,D,0
-2.669424,110.271736,347.44,0.57,0.43,2022-01-04,0542,N,VIIRS,n,1,293.12,7.79,D,0
-7.5144,110.909317,329.16,0.4,0.44,2022-01-04,0542,N,VIIRS,n,1,294.9,2.34,D,0
-6.790168,110.831169,327.26,0.4,0.44,2022-01-04,0542,N,VIIRS,l,1,297.56,2.38,D,0
-7.075707,106.651802,329.71,0.38,0.59,2022-01-04,0542,N,VIIRS,n,1,287.36,1.59,D,0
-2.630902,110.365341,355.84,0.56,0.43,2022-01-04,0542,N,VIIRS,n,1,293.43,19.57,D,0
-1.938896,100.957199,333.85,0.53,0.67,2022-01-04,0724,N,VIIRS,n,1,290.77,5.21,D,0
-1.454661,127.437523,301.4,0.41,0.37,2022-01-04,1642,N,VIIRS,n,1,271.59,3.6,N,3
-1.458081,127.437012,337.86,0.41,0.37,2022-01-04,1642,N,VIIRS,n,1,272.76,3.6,N,3
-1.458103,127.437492,345.6,0.41,0.37,2022-01-04,1642,N,VIIRS,n,1,272.78,7.6,N,2
-1.380606,122.482628,302.23,0.51,0.49,2022-01-04,1642,N,VIIRS,n,1,276.55,1.5,N,2
-3.031802,113.858765,298.3,0.45,0.63,2022-01-04,1824,N,VIIRS,n,1,278.26,0.53,N,0
-1.323341,103.265686,300.31,0.39,0.36,2022-01-04,1824,N,VIIRS,n,1,282.26,0.33,N,0
-1.203142,103.383598,306.13,0.39,0.36,2022-01-04,1824,N,VIIRS,n,1,289.42,0.57,N,2
-1.190988,103.371292,304.98,0.39,0.36,2022-01-04,1824,N,VIIRS,n,1,289.05,0.63,N,2
-1.168903,103.339233,311.58,0.39,0.36,2022-01-04,1824,N,VIIRS,n,1,285.31,0.92,N,2
-0.526124,101.992996,303.31,0.42,0.38,2022-01-04,1824,N,VIIRS,n,1,289.55,0.63,N,0
0.442852,101.892776,313.83,0.43,0.38,2022-01-04,1824,N,VIIRS,n,1,293.17,2.41,N,2
0.717511,101.452225,306.85,0.45,0.39,2022-01-04,1824,N,VIIRS,n,1,290.72,0.96,N,0
0.845907,101.392128,305.94,0.45,0.39,2022-01-04,1824,N,VIIRS,n,1,290.22,0.65,N,0
1.671946,101.476021,306.78,0.46,0.39,2022-01-04,1824,N,VIIRS,n,1,288.7,2.61,N,2
-7.540921,110.445038,306.63,0.61,0.53,2022-01-04,1830,N,VIIRS,n,1,283.07,1.68,N,1
-5.99965,105.986786,301.68,0.46,0.39,2022-01-04,1830,N,VIIRS,n,1,280.82,0.73,N,0
-7.545413,110.441185,326.07,0.61,0.53,2022-01-04,1830,N,VIIRS,n,1,287.81,7.6,N,0
-5.232723,105.166588,306.1,0.42,0.38,2022-01-04,1830,N,VIIRS,n,1,285.8,0.73,N,0
-7.546008,110.445488,335.32,0.61,0.53,2022-01-04,1830,N,VIIRS,n,1,285.16,7.6,N,1
-6.032067,105.956017,302.82,0.46,0.39,2022-01-04,1830,N,VIIRS,n,1,278.28,1.01,N,2
-6.549758,108.094261,319.3,0.41,0.45,2022-01-04,1830,N,VIIRS,n,1,290.59,2.01,N,2
-2.58079,121.375534,348.39,0.4,0.37,2022-01-05,0524,N,VIIRS,n,1,290.2,13.7,D,2
-2.298015,121.606247,336.04,0.41,0.37,2022-01-05,0524,N,VIIRS,n,1,291.95,105.06,D,0
-2.295145,121.602066,348.45,0.41,0.37,2022-01-05,0524,N,VIIRS,n,1,295.97,11.96,D,0
-3.040976,115.782784,328.52,0.52,0.42,2022-01-05,0524,N,VIIRS,n,1,292.64,3.83,D,0
-3.227801,114.298737,340.71,0.43,0.46,2022-01-05,0524,N,VIIRS,n,1,286.35,3.92,D,0
-2.350476,116.249641,333.36,0.48,0.4,2022-01-05,0524,N,VIIRS,n,1,294.31,2.68,D,0
-1.208546,123.178032,329.6,0.49,0.4,2022-01-05,0524,N,VIIRS,n,1,282.14,7.73,D,0
-1.204811,123.177544,346.22,0.49,0.4,2022-01-05,0524,N,VIIRS,n,1,282.6,7.73,D,0
-1.207291,123.17868,335.15,0.49,0.4,2022-01-05,0524,N,VIIRS,n,1,284.01,12.3,D,0
-1.388005,121.672333,345.81,0.42,0.38,2022-01-05,0524,N,VIIRS,n,1,290.27,8.09,D,0
-1.418991,121.149704,328.77,0.4,0.37,2022-01-05,0524,N,VIIRS,n,1,294.3,4.03,D,0
-1.360863,115.219009,328.55,0.54,0.42,2022-01-05,0524,N,VIIRS,n,1,291.72,4.51,D,0
-0.899145,117.07518,333.69,0.43,0.38,2022-01-05,0524,N,VIIRS,n,1,293.98,4.62,D,0
-0.862997,117.030479,332.43,0.43,0.38,2022-01-05,0524,N,VIIRS,n,1,293.72,3.21,D,0
-0.68811,117.063995,341.27,0.43,0.38,2022-01-05,0524,N,VIIRS,n,1,298.99,33.4,D,0
-0.593339,115.119217,330.41,0.53,0.42,2022-01-05,0524,N,VIIRS,n,1,293.13,5.22,D,2
-0.30385,110.284485,344.98,0.36,0.58,2022-01-05,0524,N,VIIRS,n,1,288.24,5.93,D,0
1.155356,117.835243,331.01,0.39,0.37,2022-01-05,0524,N,VIIRS,n,1,281.98,2.94,D,0
1.421234,117.247261,343.14,0.41,0.37,2022-01-05,0524,N,VIIRS,n,1,281.11,12.31,D,0
-4.259086,120.037567,336.72,0.38,0.36,2022-01-05,0524,N,VIIRS,n,1,298.84,2.8,D,0
-2.580228,121.379181,332.7,0.4,0.37,2022-01-05,0524,N,VIIRS,n,1,283.79,13.7,D,2
-3.029527,115.167778,335.77,0.57,0.43,2022-01-05,0524,N,VIIRS,n,1,295.68,7.77,D,2
2.986013,98.161995,328.92,0.39,0.44,2022-01-05,0706,N,VIIRS,n,1,295.67,4.93,D,0
1.460338,97.330742,329.85,0.5,0.41,2022-01-05,0706,N,VIIRS,n,1,297.53,1.45,D,0
1.460542,97.334358,329.77,0.5,0.41,2022-01-05,0706,N,VIIRS,n,1,298.11,2.32,D,0
3.164445,97.875145,331.31,0.56,0.43,2022-01-05,0706,N,VIIRS,n,1,294.13,6.12,D,0
0.339125,99.534958,328.06,0.44,0.46,2022-01-05,0706,N,VIIRS,n,1,279.61,2.65,D,0
-3.783662,102.500214,329.95,0.59,0.53,2022-01-05,0706,N,VIIRS,n,1,291.55,3.39,D,0
-3.043118,101.76825,343.77,0.54,0.51,2022-01-05,0706,N,VIIRS,n,1,295.02,9.1,D,0
-3.020482,101.759438,343.65,0.54,0.51,2022-01-05,0706,N,VIIRS,n,1,293.39,15.62,D,0
-3.018739,101.760582,343.22,0.55,0.51,2022-01-05,0706,N,VIIRS,n,1,294.36,15.52,D,0
-2.69431,103.503983,335.42,0.36,0.58,2022-01-05,0706,N,VIIRS,n,1,288.51,1.95,D,0
-2.165502,101.009857,331.18,0.5,0.49,2022-01-05,0706,N,VIIRS,n,1,294.95,3.24,D,0
-2.164652,101.007416,331.83,0.5,0.49,2022-01-05,0706,N,VIIRS,n,1,294.97,3.85,D,0
-1.365197,100.585983,337.33,0.48,0.48,2022-01-05,0706,N,VIIRS,n,1,284.63,5.99,D,3
-1.365775,100.58223,338.23,0.48,0.48,2022-01-05,0706,N,VIIRS,n,1,284.95,5.99,D,3
0.130111,99.660355,330.36,0.44,0.46,2022-01-05,0706,N,VIIRS,n,1,296.16,2.23,D,0
2.986618,98.161026,342.48,0.39,0.44,2022-01-05,0706,N,VIIRS,n,1,296.53,5.63,D,0
-1.456014,127.435486,338.41,0.49,0.49,2022-01-05,1624,N,VIIRS,n,1,281.46,6.59,N,2
-3.869332,122.408134,302.64,0.49,0.65,2022-01-05,1624,N,VIIRS,n,1,277.06,0.81,N,2
-2.832788,122.167564,309.11,0.53,0.67,2022-01-05,1624,N,VIIRS,n,1,286.11,3.07,N,2
-2.82732,122.173203,313.52,0.53,0.67,2022-01-05,1624,N,VIIRS,n,1,285.49,3.07,N,2
-2.580287,121.379524,339.08,0.61,0.71,2022-01-05,1624,N,VIIRS,n,1,284.47,7.53,N,2
-2.579419,121.37439,351.85,0.61,0.71,2022-01-05,1624,N,VIIRS,n,1,285.28,10.67,N,2
-2.572888,121.375771,304.65,0.61,0.71,2022-01-05,1624,N,VIIRS,n,1,284.73,10.67,N,2
-2.573767,121.380959,330.38,0.61,0.71,2022-01-05,1624,N,VIIRS,n,1,284.83,7.53,N,2
-1.46053,127.434937,328.06,0.49,0.49,2022-01-05,1624,N,VIIRS,n,1,287.62,6.59,N,2
-1.818859,136.749084,333.96,0.45,0.39,2022-01-05,1624,N,VIIRS,n,1,286.56,4.55,N,3
-1.81528,136.749527,337.55,0.45,0.39,2022-01-05,1624,N,VIIRS,n,1,287.17,5.52,N,2
0.480298,128.003998,319.21,0.48,0.48,2022-01-05,1624,N,VIIRS,n,1,293.17,3.64,N,2
0.484676,128.005173,305.88,0.48,0.48,2022-01-05,1624,N,VIIRS,n,1,291.06,1.25,N,2
1.497069,127.629272,304.84,0.53,0.5,2022-01-05,1624,N,VIIRS,n,1,288.9,1.49,N,1
1.495305,127.63176,306.09,0.53,0.5,2022-01-05,1624,N,VIIRS,n,1,288.48,0.61,N,1
-8.126545,112.939484,298.37,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,281.64,2.4,N,0
1.670714,101.474007,311.98,0.6,0.53,2022-01-05,1806,N,VIIRS,n,1,290.15,2.21,N,2
1.674077,101.473297,309.33,0.6,0.53,2022-01-05,1806,N,VIIRS,n,1,290.75,2.82,N,2
-2.581744,121.388542,299.67,0.68,0.74,2022-01-05,1806,N,VIIRS,n,1,282.84,1.69,N,2
-2.582864,121.395874,297.13,0.68,0.74,2022-01-05,1806,N,VIIRS,n,1,283,2.03,N,0
0.442451,101.893211,308.59,0.54,0.51,2022-01-05,1806,N,VIIRS,n,1,291.05,1.84,N,2
0.440977,101.891518,308.85,0.54,0.51,2022-01-05,1806,N,VIIRS,n,1,290.78,1.75,N,2
-2.581746,121.389717,299.09,0.68,0.74,2022-01-05,1806,N,VIIRS,n,1,283.22,1.47,N,2
-2.582801,121.39698,296.99,0.68,0.74,2022-01-05,1806,N,VIIRS,n,1,283.09,1.47,N,0
-2.583773,121.403664,295.67,0.68,0.74,2022-01-05,1806,N,VIIRS,n,1,283,1.19,N,0
0.361791,101.115318,312.2,0.61,0.53,2022-01-05,1806,N,VIIRS,n,1,288.27,3.25,N,3
-0.871641,102.660194,308.33,0.46,0.47,2022-01-05,1806,N,VIIRS,n,1,289.74,1.22,N,0
-0.872713,102.661507,308.01,0.46,0.47,2022-01-05,1806,N,VIIRS,n,1,289.82,0.86,N,0
-1.168346,103.43187,302.76,0.41,0.45,2022-01-05,1806,N,VIIRS,n,1,289.68,0.29,N,0
-1.202631,103.381462,314.54,0.41,0.45,2022-01-05,1806,N,VIIRS,n,1,289.6,1.04,N,0
-1.205128,103.381592,313.12,0.41,0.45,2022-01-05,1806,N,VIIRS,n,1,289.64,1.2,N,2
-6.001665,105.986008,309.41,0.4,0.37,2022-01-05,1806,N,VIIRS,n,1,290.77,0.79,N,2
-6.00448,105.981812,309.11,0.4,0.37,2022-01-05,1806,N,VIIRS,n,1,291.73,2.05,N,3
-6.010695,105.977066,320.86,0.4,0.37,2022-01-05,1806,N,VIIRS,n,1,291.64,2.32,N,2
-6.032175,105.958702,330.05,0.41,0.37,2022-01-05,1806,N,VIIRS,n,1,290.81,2.48,N,2
-6.031602,105.955101,318.17,0.41,0.37,2022-01-05,1806,N,VIIRS,n,1,290.41,2.49,N,2
-7.24028,109.214554,297.72,0.41,0.37,2022-01-05,1806,N,VIIRS,n,1,284.15,0.79,N,1
-7.544177,110.44268,352.26,0.46,0.39,2022-01-05,1806,N,VIIRS,n,1,313.03,11.01,N,1
-7.54365,110.439156,295.8,0.46,0.39,2022-01-05,1806,N,VIIRS,n,1,281.94,11.01,N,0
-7.544749,110.446503,301.41,0.46,0.39,2022-01-05,1806,N,VIIRS,n,1,282.63,0.84,N,1
-8.111352,112.923851,314.87,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,273.87,1.56,N,1
-8.112022,112.928627,299.93,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,273.98,1.03,N,1
-8.115783,112.924599,310.41,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,273.94,1.95,N,1
-8.116499,112.92968,309.8,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,278.86,2.98,N,1
-8.122022,112.938171,329.05,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,282.96,2.98,N,1
-8.121071,112.931404,312.01,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,276.88,2.98,N,1
-8.131794,112.945915,316.8,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,280.78,1.19,N,0
-8.127398,112.945534,298.86,0.44,0.46,2022-01-05,1806,N,VIIRS,n,1,280.3,1.19,N,0
-2.439917,133.141037,350.93,0.34,0.56,2022-01-06,0506,N,VIIRS,n,1,290.59,3.76,D,3
-2.831052,122.173164,327.82,0.43,0.38,2022-01-06,0506,N,VIIRS,n,1,286.75,2.8,D,2
-8.396267,117.130493,328.33,0.34,0.56,2022-01-06,0506,N,VIIRS,n,1,291.58,1.73,D,0
-1.937491,100.956856,344.12,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,300.82,5.21,D,0
3.304569,97.940742,330.37,0.38,0.36,2022-01-06,0648,N,VIIRS,n,1,298.4,2.02,D,0
3.108049,98.295891,327.78,0.39,0.36,2022-01-06,0648,N,VIIRS,n,1,295.98,2.1,D,0
2.782355,97.796669,335.58,0.38,0.36,2022-01-06,0648,N,VIIRS,n,1,295.19,1.93,D,0
1.388797,97.207497,329.46,0.39,0.36,2022-01-06,0648,N,VIIRS,n,1,295.02,2.45,D,0
0.565928,99.117844,330.96,0.39,0.36,2022-01-06,0648,N,VIIRS,n,1,289.43,1.83,D,0
0.508477,99.383224,344.96,0.39,0.36,2022-01-06,0648,N,VIIRS,n,1,293.22,7.32,D,0
0.322644,99.322151,332.93,0.39,0.36,2022-01-06,0648,N,VIIRS,n,1,295.24,2.94,D,0
0.285977,99.207642,346.69,0.39,0.36,2022-01-06,0648,N,VIIRS,n,1,294.44,7.68,D,0
-2.071595,101.083939,332.14,0.42,0.37,2022-01-06,0648,N,VIIRS,n,1,297.37,1.9,D,0
-2.132681,100.843887,343.48,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,300.05,14.85,D,3
-2.115917,100.954353,334.51,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,299.91,3.2,D,0
-2.136096,100.844406,335.17,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,299.58,4.08,D,0
-2.122146,100.936401,341.52,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,301.44,9.94,D,0
-2.156214,101.00927,334.09,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,298.94,6.67,D,0
-2.175594,100.951653,344.39,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,299.46,6.01,D,0
-2.174461,100.959038,333.3,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,302.21,3.12,D,0
-2.207741,101.039757,340.05,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,297.31,3.59,D,0
-2.216353,101.052475,330.52,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,297.29,5.4,D,0
-2.220352,101.049263,335.8,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,300.37,9.54,D,0
-2.305442,100.900223,333.55,0.41,0.37,2022-01-06,0648,N,VIIRS,n,1,298.92,6.49,D,0
-2.509447,101.685638,331.72,0.43,0.38,2022-01-06,0648,N,VIIRS,n,1,296.66,2.47,D,0
-2.557282,102.074669,343.95,0.45,0.39,2022-01-06,0648,N,VIIRS,n,1,293.69,7.47,D,0
-2.737891,101.466766,332.12,0.42,0.38,2022-01-06,0648,N,VIIRS,n,1,298.28,5.9,D,0
-3.006956,101.609016,342.15,0.43,0.38,2022-01-06,0648,N,VIIRS,n,1,299.25,4.46,D,0
-3.017655,101.614883,342.51,0.43,0.38,2022-01-06,0648,N,VIIRS,n,1,301.08,7.2,D,0
-3.019994,101.760818,330.84,0.43,0.38,2022-01-06,0648,N,VIIRS,n,1,299.21,3.21,D,0
-3.072873,101.884743,337.44,0.44,0.38,2022-01-06,0648,N,VIIRS,n,1,297.41,2.91,D,0
-3.073062,101.884613,334.28,0.44,0.38,2022-01-06,0648,N,VIIRS,n,1,297.71,2.01,D,0
-3.098599,101.928993,333.15,0.44,0.38,2022-01-06,0648,N,VIIRS,n,1,299.52,4.1,D,0
-3.09798,101.932968,332.41,0.44,0.38,2022-01-06,0648,N,VIIRS,n,1,299.82,4.84,D,0
-3.108784,102.003242,334.75,0.44,0.38,2022-01-06,0648,N,VIIRS,n,1,296.25,5.02,D,0
-5.46236,104.190361,332.63,0.53,0.42,2022-01-06,0648,N,VIIRS,n,1,287.79,5.33,D,0
-7.702839,108.994789,331.61,0.34,0.56,2022-01-06,0648,N,VIIRS,n,1,292.87,3.14,D,2
0.481423,127.996964,304.82,0.51,0.66,2022-01-06,1606,N,VIIRS,n,1,283.77,2.45,N,3
0.480695,128.001617,312.21,0.51,0.66,2022-01-06,1606,N,VIIRS,n,1,284.23,2.45,N,3
0.479945,128.006439,305.29,0.51,0.66,2022-01-06,1606,N,VIIRS,n,1,283.89,2.45,N,2
-0.695552,116.262291,307.12,0.44,0.39,2022-01-06,1748,N,VIIRS,n,1,284.7,0.79,N,0
-0.912221,117.112526,302.4,0.49,0.4,2022-01-06,1748,N,VIIRS,n,1,283.4,0.89,N,0
-0.963576,117.149673,305.08,0.49,0.4,2022-01-06,1748,N,VIIRS,n,1,286.74,0.87,N,2
-2.28809,103.936409,302.12,0.38,0.58,2022-01-06,1748,N,VIIRS,n,1,285.59,0.7,N,2
-2.695868,103.50322,317.88,0.4,0.6,2022-01-06,1748,N,VIIRS,n,1,284.69,2.37,N,0
-7.542742,110.440063,320.47,0.4,0.37,2022-01-06,1748,N,VIIRS,n,1,285.33,1.73,N,1
-7.543368,110.444077,303.83,0.4,0.37,2022-01-06,1748,N,VIIRS,n,1,282.86,1.73,N,1
-7.546107,110.439346,313.31,0.4,0.37,2022-01-06,1748,N,VIIRS,n,1,283.82,1.73,N,0
-7.546976,110.439484,296.38,0.4,0.37,2022-01-06,1748,N,VIIRS,n,1,279.53,0.55,N,0
-7.704203,108.995453,317.35,0.45,0.39,2022-01-06,1748,N,VIIRS,n,1,289.93,3.56,N,2
0.67719,117.567665,306.63,0.49,0.41,2022-01-06,1748,N,VIIRS,n,1,286.4,1.15,N,0
-1.38357,122.48291,324.5,0.37,0.58,2022-01-06,1748,N,VIIRS,n,1,286.6,2.19,N,2
5.225126,97.07206,308.89,0.57,0.52,2022-01-06,1930,N,VIIRS,n,1,288.05,1.13,N,2
-3.719359,137.06488,329.66,0.57,0.52,2022-01-07,0448,N,VIIRS,n,1,297.13,5.55,D,0
-3.403641,135.506119,331.01,0.45,0.47,2022-01-07,0448,N,VIIRS,n,1,292.07,2.9,D,0
-6.031182,105.959633,332.28,0.4,0.37,2022-01-07,0630,N,VIIRS,n,1,288.99,2.6,D,0
-1.774034,113.361687,329.06,0.39,0.6,2022-01-07,0630,N,VIIRS,n,1,282.7,2.13,D,0
-1.818441,113.26236,367,0.39,0.59,2022-01-07,0630,N,VIIRS,l,1,287.42,8.38,D,0
-4.012496,103.521439,329.15,0.39,0.36,2022-01-07,0630,N,VIIRS,n,1,297.66,2.43,D,0
-1.817869,113.265884,337.78,0.39,0.59,2022-01-07,0630,N,VIIRS,n,1,286.28,8.38,D,0
0.302273,99.264038,335.24,0.52,0.41,2022-01-07,0630,N,VIIRS,n,1,297.67,8.18,D,0
-6.031734,105.956032,336.44,0.4,0.37,2022-01-07,0630,N,VIIRS,n,1,288.77,2.6,D,2
-0.984971,102.252777,330.49,0.4,0.37,2022-01-07,0630,N,VIIRS,n,1,291.24,2.39,D,0
-1.817865,136.752197,333.61,0.5,0.49,2022-01-07,1548,N,VIIRS,n,1,273.39,3.88,N,2
