"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","MAX","PRCP","TEMP","VISIB","WDSP"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-19","  88.2"," 0.00","  79.4","  5.6","  4.4"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-20","  87.8"," 0.00","  78.0","  4.9","  7.1"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-21","  88.2"," 0.00","  78.7","  4.8","  4.7"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-22","  87.8"," 0.00","  79.0","  4.2","  4.0"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-23","  89.8"," 0.00","  78.9","  4.9","  3.2"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-24","  89.6"," 0.00","  79.8","  4.6","  2.8"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-25","  88.5"," 0.00","  79.5","  4.5","  6.5"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-26","  88.5"," 0.00","  79.1","  5.0","  6.6"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-27","  86.0"," 0.08","  76.7","  4.4","  6.0"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-28","  88.2"," 0.00","  77.6","  4.6","  4.6"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-29","  88.5"," 0.00","  78.3","  4.9","  4.5"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-30","  91.4"," 0.00","  80.2","  5.6","  3.2"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-05-31","  88.3"," 0.00","  80.1","  4.6","  5.6"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-01","  87.8"," 0.00","  80.8","  4.6","  6.7"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-02","  85.6"," 0.00","  78.1","  4.5","  6.5"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-03","  87.8"," 0.00","  80.3","  5.0","  5.3"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-04","  86.7"," 0.00","  79.8","  4.6","  4.3"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-05","  88.2"," 0.00","  80.5","  5.1","  4.2"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-06","  88.2"," 0.00","  80.9","  5.0","  5.8"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-07","  88.3"," 0.00","  80.6","  4.6","  6.1"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-08","  89.6"," 0.00","  79.8","  4.8","  4.5"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-09","  87.8"," 0.00","  80.3","  5.4","  6.3"
"97240099999","MATARAM LOMBOK INTERNATIONAL AIRPORT, ID","-8.75","116.2666666","96.0","2023-06-10","  89.6"," 0.00","  80.2","  4.6","  4.6"
